pkg,depends
cosmic-session,cosmic-bg
cosmic-session,cosmic-comp
cosmic-session,cosmic-files
cosmic-session,cosmic-greeter
cosmic-session,cosmic-icon-theme
cosmic-session,cosmic-idle
cosmic-session,cosmic-launcher
cosmic-session,cosmic-notifications
cosmic-session,cosmic-osd
cosmic-session,cosmic-panel
cosmic-session,cosmic-randr
cosmic-session,cosmic-screenshot
cosmic-session,cosmic-settings-daemon
cosmic-session,cosmic-settings
cosmic-session,cosmic-workspaces
cosmic-session,gcc-libs
cosmic-session,glibc
cosmic-session,otf-fira-mono
cosmic-session,otf-fira-sans
cosmic-session,switcheroo-control
cosmic-session,vulkan-driver
cosmic-session,xdg-desktop-portal-cosmic
cosmic-session,xorg-xwayland
cosmic-settings,accountsservice
cosmic-settings,cosmic-icon-theme
cosmic-settings,cosmic-randr
cosmic-settings,fontconfig
cosmic-settings,gcc-libs
cosmic-settings,glibc
cosmic-settings,iso-codes
cosmic-settings,libinput
cosmic-settings,libpipewire
cosmic-settings,libpulse
cosmic-settings,libxkbcommon
cosmic-settings,otf-fira-mono
cosmic-settings,otf-fira-sans
cosmic-settings,systemd-libs
cosmic-settings,wayland
cosmic-settings-daemon,acpid
cosmic-settings-daemon,adw-gtk-theme
cosmic-settings-daemon,alsa-utils
cosmic-settings-daemon,gcc-libs
cosmic-settings-daemon,geoclue
cosmic-settings-daemon,glibc
cosmic-settings-daemon,libinput
cosmic-settings-daemon,playerctl
cosmic-settings-daemon,systemd-libs
cosmic-store,archlinux-appstream-data
cosmic-store,cosmic-icon-theme
cosmic-store,flatpak
cosmic-store,gcc-libs
cosmic-store,glib2
cosmic-store,glibc
cosmic-store,libxkbcommon
cosmic-store,openssl
cosmic-store,wayland
cosmic-terminal,gcc-libs
cosmic-terminal,glibc
cosmic-terminal,libxkbcommon
cosmic-terminal,wayland
cosmic-terminal,cosmic-icon-theme
cosmic-text-editor,cosmic-icon-theme
cosmic-text-editor,gcc-libs
cosmic-text-editor,glibc
cosmic-text-editor,libxkbcommon
cosmic-text-editor,oniguruma
cosmic-text-editor,wayland
cosmic-workspaces,cosmic-icon-theme
cosmic-workspaces,gcc-libs
cosmic-workspaces,glibc
cosmic-workspaces,libinput
cosmic-workspaces,libxkbcommon
cosmic-workspaces,mesa
cosmic-workspaces,wayland
cotp,gcc-libs
cotp,glibc
cotp,libxcb
cotp,libxkbcommon-x11
cotp-converters,cotp
cotp-converters,python
coturn,libevent
coturn,postgresql-libs
coturn,libmariadbclient
coturn,hiredis
coturn,sqlite
couchdb,icu
couchdb,js91
couchdb,zlib
cowfortune,cowsay
cowfortune,fortune-mod
cowpatty,openssl
cowpatty,libpcap
cowsay,perl
cowsql,glibc
cowsql,libuv
cowsql,raft
cowsql,sqlite
coxeter,gcc-libs
coxeter,glibc
cozy-desktop,electron31
cozy-stack,couchdb
cozy-stack,imagemagick
cozy-stack,git
cpanminus,perl
cpanminus,curl
cpio,glibc
cpp-hocon,boost-libs
cpp-hocon,gcc-libs
cpp-hocon,glibc
cpp-hocon,leatherman
cpp-hocon,leatherman_util.so
cpp-hocon,leatherman_locale.so
cppcheck,python-pygments
cppcheck,tinyxml2
cppcheck,pcre
cppdap,gcc-libs
cppdap,glibc
cppunit,gcc-libs
cppunit,glibc
cpufetch,glibc
cpupower,glibc
cpupower,bash
cpupower,pciutils
crane,glibc
crash,xz
crash,ncurses
crash,zlib
crash,libelf
crash,guile
crash,mpfr
crawl-ncurses,gcc-libs
crawl-ncurses,glibc
crawl-ncurses,hicolor-icon-theme
crawl-ncurses,lua51
crawl-ncurses,sqlite
crawl-ncurses,zlib
crawl-ncurses,crawl-data
crawl-ncurses,ncurses
crawl-tiles,gcc-libs
crawl-tiles,glibc
crawl-tiles,hicolor-icon-theme
crawl-tiles,lua51
crawl-tiles,sqlite
crawl-tiles,zlib
crawl-tiles,crawl-data
crawl-tiles,freetype2
crawl-tiles,glu
crawl-tiles,libglvnd
crawl-tiles,sdl2
crawl-tiles,sdl2_image
crawl-tiles,sdl2_mixer
crawl-tiles,ttf-dejavu
createrepo_c,bzip2
createrepo_c,curl
createrepo_c,drpm
createrepo_c,glib2
createrepo_c,libmodulemd
createrepo_c,libxml2
createrepo_c,openssl
createrepo_c,rpm-tools
createrepo_c,sqlite
createrepo_c,xz
createrepo_c,zchunk
createrepo_c,zlib
createrepo_c,zstd
cri-o,cni-plugins
cri-o,conmon
cri-o,conntrack-tools
cri-o,containers-common
cri-o,gcc-libs
cri-o,glibc
cri-o,gpgme
cri-o,iproute2
cri-o,iptables
cri-o,oci-runtime
cri-o,libseccomp
cri-o,libseccomp.so
crictl,glibc
criterion,glibc
criterion,libffi
criterion,libgit2
criterion,nanomsg
critest,glibc
critter,sdl_image
critter,sdl_mixer
critter,libgl
criu,gcc-libs
criu,glibc
criu,gnutls
criu,libbpf
criu,libbsd
criu,libdrm
criu,libnet
criu,libnl
criu,nftables
criu,protobuf-c
criu,python
criu,python-protobuf
croc,glibc
cronie,pam
cronie,bash
cronie,run-parts
cross,gcc-libs
cross,rustup
crosstool-ng,git
crosstool-ng,gperf
crosstool-ng,help2man
crosstool-ng,lzip
crosstool-ng,meson
crosstool-ng,ncurses
crosstool-ng,python
crosstool-ng,rsync
crosstool-ng,unzip
crun,yajl
crun,systemd-libs
crun,libcap
crun,libseccomp
crun,criu
cryfs,boost-libs
cryfs,fmt
cryfs,fuse2
cryfs,gcc-libs
cryfs,glibc
cryfs,spdlog
crypto++,gcc-libs
cryptol,ghc-libs
cryptol,z3
cryptol,haskell-ansi-terminal
cryptol,haskell-arithmoi
cryptol,haskell-async
cryptol,haskell-base-compat
cryptol,haskell-blaze-html
cryptol,haskell-bv-sized
cryptol,haskell-criterion-measurement
cryptol,haskell-cryptohash-sha1
cryptol,haskell-extra
cryptol,haskell-gitrev
cryptol,haskell-graphscc
cryptol,haskell-heredoc
cryptol,haskell-hgmp
cryptol,haskell-language-c99
cryptol,haskell-language-c99-simple
cryptol,haskell-libbf
cryptol,haskell-libffi
cryptol,haskell-memotrie
cryptol,haskell-monad-control
cryptol,haskell-monadlib
cryptol,haskell-optparse-applicative
cryptol,haskell-panic
cryptol,haskell-parameterized-utils
cryptol,haskell-pretty-show
cryptol,haskell-prettyprinter
cryptol,haskell-sbv
cryptol,haskell-simple-smt
cryptol,haskell-strict
cryptol,haskell-temporary
cryptol,haskell-tf-random
cryptol,haskell-transformers-base
cryptol,haskell-what4
cryptol,haskell-vector
cryptominisat,gcc-libs
cryptominisat,glibc
cryptominisat,gmp
cryptominisat,zlib
crystal,gc
crystal,pcre2
crystal,libevent
crystal,llvm-libs
cscope,ncurses
cscope,sh
csfml,sfml
csound,curl
csound,libcurl.so
csound,gcc-libs
csound,glibc
csound,libsamplerate
csound,libsamplerate.so
csound,libsndfile
csound,libsndfile.so
csound-plugins,csound
csound-plugins,gcc-libs
csound-plugins,glibc
csound-plugins,hdf5
csound-plugins,libx11
csound-plugins,python
csound-plugins,stk
csound-plugins,faust
csound-plugins,libfaust.so
csound-plugins,fltk
csound-plugins,libfltk.so
csound-plugins,fluidsynth
csound-plugins,libfluidsynth.so
csound-plugins,jack
csound-plugins,libjack.so
csound-plugins,lame
csound-plugins,libmp3lame.so
csound-plugins,libpng
csound-plugins,libpng16.so
csound-plugins,libwebsockets
csound-plugins,libwebsockets.so
csound-plugins,wiiuse
csound-plugins,libwiiuse.so
csoundqt,csound-doc
csoundqt,gcc-libs
csoundqt,glibc
csoundqt,hicolor-icon-theme
csoundqt,qt5-base
csoundqt,qt5-declarative
csoundqt,qt5-webchannel
csoundqt,qt5-webengine
csoundqt,csound
csoundqt,libcsnd6.so
csoundqt,libcsound64.so
csoundqt,rtmidi
csoundqt,librtmidi.so
csvkit,python
csvkit,python-agate
csvkit,python-agate-dbf
csvkit,python-agate-excel
csvkit,python-agate-sql
csvkit,python-setuptools
csvkit,python-sphinx-furo
csvlens,gcc-libs
ct,kubectl
ctags,glibc
ctags,libxml2
ctags,jansson
ctags,libyaml
ctags,libseccomp
ctags,libseccomp.so
ctags,pcre2
ctemplate,gcc-libs
ctemplate,perl
ctop,glibc
ctrtool,gcc-libs
ctrtool,glibc
ctwm,libjpeg-turbo
ctwm,libxmu
ctwm,libxpm
ctwm,xorg-xrandr
cuda,opencl-nvidia
cuda,python
cuda,gcc13
cuda-tools,cuda
cuda-tools,java-runtime
cuda-tools,nss
cudd,gcc-libs
cudnn,cuda
cue,glibc
cuetools,glibc
cunit,glibc
cups,acl
cups,pam
cups,libcups
cups,cups-filters
cups,dbus
cups,systemd
cups,systemd-libs
cups,libpaper
cups,hicolor-icon-theme
cups,glibc
cups,gcc-libs
cups,avahi
cups,gnutls
cups-browsed,libcups
cups-browsed,libcupsfilters
cups-browsed,libppd
cups-browsed,avahi
cups-browsed,glib2
cups-browsed,glibc
cups-filters,libcups
cups-filters,libppd
cups-filters,libcupsfilters
cups-filters,glibc
cups-filters,sh
cups-pdf,cups
cups-pdf,libcups
cups-pdf,ghostscript
cups-pdf,glibc
cups-pk-helper,polkit
cups-pk-helper,libcups
cups-pk-helper,glib2
cups-pk-helper,glibc
curl-rustls,ca-certificates
curl-rustls,brotli
curl-rustls,libbrotlidec.so
curl-rustls,glibc
curl-rustls,krb5
curl-rustls,libgssapi_krb5.so
curl-rustls,libidn2
curl-rustls,libidn2.so
curl-rustls,libnghttp2
curl-rustls,libnghttp2.so
curl-rustls,libpsl
curl-rustls,libpsl.so
curl-rustls,librustls
curl-rustls,librustls.so
curl-rustls,zlib
curl-rustls,libz.so
curl-rustls,zstd
curl-rustls,libzstd.so
curlftpfs,curl
curlftpfs,fuse2
curlftpfs,glib2
curlie,glibc
curlie,curl
curtail,dconf
curtail,gdk-pixbuf2
curtail,glib2
curtail,gtk4
curtail,hicolor-icon-theme
curtail,jpegoptim
curtail,libadwaita
curtail,libwebp
curtail,oxipng
curtail,pngquant
curtail,python
curtail,python-gobject
curtail,scour
cutefish-calculator,fishui
cutefish-core,fishui
cutefish-core,kidletime5
cutefish-core,libcutefish
cutefish-core,libpulse
cutefish-core,libxcb
cutefish-core,libxcursor
cutefish-core,libxtst
cutefish-core,polkit-qt5
cutefish-core,xf86-input-libinput
cutefish-core,xf86-input-synaptics
cutefish-dock,fishui
cutefish-dock,qt5-svg
cutefish-filemanager,fishui
cutefish-filemanager,kio5
cutefish-filemanager,solid5
cutefish-launcher,fishui
cutefish-launcher,kwindowsystem5
cutefish-launcher,libcutefish
cutefish-qt-plugins,kwindowsystem5
cutefish-qt-plugins,libdbusmenu-qt5
cutefish-qt-plugins,libqt5xdg
cutefish-qt-plugins,qt5-quickcontrols2
cutefish-screenlocker,fishui
cutefish-screenlocker,libcutefish
cutefish-settings,fishui
cutefish-settings,fontconfig
cutefish-settings,freetype2
cutefish-settings,icu
cutefish-settings,libxcursor
cutefish-settings,bluez-qt5
cutefish-settings,bluedevil
cutefish-settings,libcutefish
cutefish-settings,qt5-quickcontrols
cutefish-statusbar,fishui
cutefish-statusbar,libcutefish
cutefish-statusbar,libdbusmenu-qt5
cutefish-statusbar,qt5-svg
cutefish-terminal,fishui
cutefish-terminal,qt5-svg
cutter,glibc
cuyo,desktop-file-utils
cuyo,hicolor-icon-theme
cuyo,sdl
cuyo,sdl_mixer
cuyo,sdl_image
cuyo,xdg-utils
cvc4,libantlr3c
cvc4,cln
cvs,krb5
cxxbridge,gcc-libs
cxxbridge,glibc
cycfx2prog,glibc
cycfx2prog,libusb-compat
cyme,gcc-libs
cyme,libusb
cyrus-sasl,gdbm
cyrus-sasl,libgdbm.so
cyrus-sasl,glibc
cyrus-sasl,krb5
cyrus-sasl,libkrb5.so
cyrus-sasl,libldap
cyrus-sasl,libsasl
cyrus-sasl,libxcrypt
cyrus-sasl,openssl
cyrus-sasl,pam
cyrus-sasl,libpam.so
cyrus-sasl-gssapi,glibc
cyrus-sasl-gssapi,krb5
cyrus-sasl-gssapi,libgssapi_krb5.so
cyrus-sasl-gssapi,libsasl
cyrus-sasl-ldap,glibc
cyrus-sasl-ldap,libldap
cyrus-sasl-ldap,libsasl
cyrus-sasl-sql,glibc
cyrus-sasl-sql,libsasl
cyrus-sasl-sql,mariadb-libs
cyrus-sasl-sql,libmariadb.so
cyrus-sasl-sql,postgresql-libs
cyrus-sasl-sql,libpq.so
cyrus-sasl-sql,sqlite
cython,glibc
cython,python
d-containers,liblphobos
d-mir-core,liblphobos
d-spy,dconf
d-spy,gcc-libs
d-spy,glib2
d-spy,glibc
d-spy,gtk4
d-spy,hicolor-icon-theme
d-spy,libadwaita
d-stdx-allocator,liblphobos
d-stdx-allocator,d-mir-core
d2,glibc
d2,gcc-libs
dagger,glibc
daktilo,gcc-libs
daktilo,alsa-lib
daktilo,libxtst
daktilo,libxi
danmaq,qt5-x11extras
dante,krb5
dante,libxcrypt
dante,pam
darcs,ghc-libs
darcs,haskell-async
darcs,haskell-attoparsec
darcs,haskell-base16-bytestring
darcs,haskell-conduit
darcs,haskell-constraints
darcs,haskell-cryptonite
darcs,haskell-data-ordlist
darcs,haskell-fgl
darcs,haskell-hashable
darcs,haskell-html
darcs,haskell-http-conduit
darcs,haskell-http-types
darcs,haskell-knob
darcs,haskell-memory
darcs,haskell-mmap
darcs,haskell-network
darcs,haskell-network-uri
darcs,haskell-old-time
darcs,haskell-regex-applicative
darcs,haskell-regex-base
darcs,haskell-regex-tdfa
darcs,haskell-safe
darcs,haskell-tar
darcs,haskell-temporary
darcs,haskell-unix-compat
darcs,haskell-utf8-string
darcs,haskell-vector
darcs,haskell-zip-archive
darcs,haskell-zlib
darcs,haskell-tls
darcs,haskell-terminal-size
darcs,haskell-strict-identity
darkhttpd,glibc
darkstat,libpcap
darkstat,zlib
darkstat,gcc-libs
darktable,colord-gtk
darktable,exiv2
darktable,flickcurl
darktable,gmic
darktable,graphicsmagick
darktable,iso-codes
darktable,jasper
darktable,lensfun
darktable,libavif
darktable,libgphoto2
darktable,libjpeg-turbo
darktable,libjxl
darktable,libsecret
darktable,lua
darktable,openexr
darktable,openjpeg2
darktable,openmp
darktable,osm-gps-map
darktable,pugixml
darktable,zlib
dart,glibc
dart-sass,glibc
darts,gcc-libs
dateutils,glibc
datovka,qt6-base
datovka,qt6-svg
datovka,qt6-5compat
datovka,quazip-qt6
datovka,qt6-websockets
datovka,libdatovka
datovka,openssl
datovka,hicolor-icon-theme
datree,kubectl
dav1d,glibc
davix,openssl
davix,libxml2
davix,util-linux-libs
dbeaver,java-runtime
dbeaver,gtk3
dbeaver,gtk-update-icon-cache
dbeaver,libsecret
dbeaver-plugin-apache-poi,dbeaver
dbeaver-plugin-batik,dbeaver
dbeaver-plugin-office,dbeaver
dbeaver-plugin-office,dbeaver-plugin-apache-poi
dbeaver-plugin-svg-format,dbeaver
dbeaver-plugin-svg-format,dbeaver-plugin-batik
dblatex,docbook-xsl
dblatex,docbook-xml
dblatex,libxslt
dblatex,python
dblatex,texlive-basic
dblatex,texlive-formatsextra
dblatex,texlive-latexextra
dblatex,texlive-pictures
dblatex,texlive-mathscience
dbmail,glib2
dbmail,glibc
dbmail,gmime3
dbmail,libevent
dbmail,libzdb
dbmail,libxcrypt
dbmail,mhash
dbmail,openssl
dbmail,systemd-libs
dbmate,glibc
dbus-c++,dbus
dbus-c++,gcc-libs
dbus-c++,glib2
dbus-c++,glibc
dbus-client-gen,python-dbus
dbus-glib,dbus
dbus-glib,expat
dbus-glib,glib2
dbus-glib,glibc
dbxtool,efivar
dbxtool,popt
dcd,liblphobos
dconf,glib2
dconf-editor,dconf
dconf-editor,libhandy
dcraw,lcms2
dcraw,jasper
dd_rescue,openssl
ddclient,curl
ddclient,perl-digest-sha1
ddclient,net-tools
ddcutil,glib2
ddcutil,i2c-tools
ddcutil,libusb
ddcutil,libdrm
ddcutil,jansson
ddgr,python
ddrescue,gcc-libs
ddrescue,glibc
debian-archive-keyring,gnupg
debian-ports-archive-keyring,gnupg
debootstrap,distro-info
debootstrap,perl
debootstrap,wget
decasify,gcc-libs
decasify,glibc
decibels,dconf
decibels,gjs
decibels,glib2
decibels,graphene
decibels,gst-plugins-bad-libs
decibels,gst-plugins-base
decibels,gst-plugins-base-libs
decibels,gst-plugins-good
decibels,gstreamer
decibels,gtk4
decibels,hicolor-icon-theme
decibels,libadwaita
decoder,dconf
decoder,gcc-libs
decoder,glib2
decoder,glibc
decoder,graphene
decoder,gst-plugin-gtk4
decoder,gst-plugin-pipewire
decoder,gst-plugins-bad
decoder,gst-plugins-bad-libs
decoder,gst-plugins-base
decoder,gst-plugins-base-libs
decoder,gst-plugins-good
decoder,gstreamer
decoder,gtk4
decoder,hicolor-icon-theme
decoder,libadwaita
decoder,zbar
deepin-album,deepin-qt5integration
deepin-album,dtkdeclarative
deepin-album,dtkcore
deepin-album,dtkgui
deepin-album,dtkwidget
deepin-album,qt5-base
deepin-album,qt5-svg
deepin-album,qt5-declarative
deepin-album,ffmpeg4.4
deepin-album,ffmpegthumbnailer
deepin-album,freeimage
deepin-album,gio-qt
deepin-album,udisks2-qt5
deepin-album,gcc-libs
deepin-album,startdde
deepin-anything,DEEPIN-ANYTHING-MODULE
deepin-anything,dtkcore
deepin-anything,udisks2-qt5
deepin-anything-arch,linux
deepin-anything-dkms,dkms
deepin-api,alsa-utils
deepin-api,bc
deepin-api,fontconfig
deepin-api,glib2
deepin-api,gdk-pixbuf-xlib
deepin-api,gtk3
deepin-api,libcanberra-pulse
deepin-api,librsvg
deepin-api,libxi
deepin-api,libxfixes
deepin-api,poppler-glib
deepin-api,util-linux
deepin-api,xcur2png
deepin-api,blur-effect
deepin-api,libpulse
deepin-api,libxcursor
deepin-api,cairo
deepin-api,gdk-pixbuf2
deepin-api,freetype2
deepin-api,alsa-lib
deepin-api,libgudev
deepin-api,deepin-application-manager
deepin-app-services,qt5-base
deepin-app-services,dtkcore
deepin-app-services,dtkwidget
deepin-appearance,qt5-base
deepin-appearance,dtkcore
deepin-appearance,kconfig5
deepin-appearance,kwindowsystem5
deepin-appearance,kglobalaccel5
deepin-appearance,libxcursor
deepin-appearance,libxfixes
deepin-appearance,libx11
deepin-appearance,gtk3
deepin-appearance,libxcb
deepin-appearance,xcb-util-cursor
deepin-appearance,fontconfig
deepin-appearance,openssl
deepin-appearance,gsettings-qt
deepin-appearance,glib2
deepin-appearance,dtkgui
deepin-appearance,glibc
deepin-appearance,gcc-libs
deepin-appearance,startdde
deepin-application-manager,dtk6core
deepin-application-manager,qt6-base
deepin-application-manager,glibc
deepin-application-manager,gcc-libs
deepin-application-manager,systemd-libs
deepin-application-manager,startdde
deepin-boot-maker,deepin-qt5integration
deepin-boot-maker,p7zip
deepin-boot-maker,mtools
deepin-boot-maker,polkit-qt5
deepin-boot-maker,syslinux
deepin-calculator,dtkcore
deepin-calculator,dtkgui
deepin-calculator,dtkwidget
deepin-calculator,glibc
deepin-calculator,gcc-libs
deepin-calculator,hicolor-icon-theme
deepin-calculator,qt5-base
deepin-calculator,qt5-svg
deepin-calendar,dtkcore
deepin-calendar,dtkgui
deepin-calendar,dtkwidget
deepin-calendar,glibc
deepin-calendar,gcc-libs
deepin-calendar,libical
deepin-calendar,qt5-svg
deepin-calendar,qt5-base
deepin-camera,dtkcore
deepin-camera,dtkgui
deepin-camera,dtkwidget
deepin-camera,qt5-base
deepin-camera,qt5-svg
deepin-camera,glib2
deepin-camera,glibc
deepin-camera,gcc-libs
deepin-camera,deepin-image-editor
deepin-camera,ffmpeg
deepin-camera,ffmpegthumbnailer
deepin-camera,libpciaccess
deepin-camera,portaudio
deepin-camera,pulse-native-provider
deepin-camera,qt5-multimedia
deepin-camera,dwayland
deepin-camera,hicolor-icon-theme
deepin-clipboard,deepin-qt5integration
deepin-clipboard,gio-qt
deepin-clipboard,dtkcore
deepin-clipboard,dwayland
deepin-clone,deepin-qt5integration
deepin-clone,deepin-file-manager
deepin-clone,dtkcore
deepin-clone,dtkgui
deepin-clone,dtkwidget
deepin-clone,qt5-base
deepin-clone,gcc-libs
deepin-clone,e2fsprogs
deepin-clone,jfsutils
deepin-clone,xfsprogs
deepin-clone,partclone
deepin-compressor,dtkcore
deepin-compressor,dtkgui
deepin-compressor,dtkwidget
deepin-compressor,glibc
deepin-compressor,gcc-libs
deepin-compressor,qt5-base
deepin-compressor,glib2
deepin-compressor,karchive5
deepin-compressor,kcodecs5
deepin-compressor,libarchive
deepin-compressor,libzip
deepin-compressor,minizip
deepin-compressor,util-linux-libs
deepin-compressor,hicolor-icon-theme
deepin-control-center,dtkcore
deepin-control-center,dtkgui
deepin-control-center,dtkwidget
deepin-control-center,qt5-base
deepin-control-center,deepin-account-faces
deepin-control-center,deepin-api
deepin-control-center,libpwquality
deepin-control-center,deepin-daemon
deepin-control-center,startdde
deepin-control-center,deepin-qt5integration
deepin-control-center,deepin-pw-check
deepin-control-center,deepin-network-core
deepin-control-center,qt5-multimedia
deepin-control-center,polkit-qt5
deepin-control-center,deepin-desktop-theme
deepin-control-center,icu
deepin-daemon,deepin-desktop-schemas
deepin-daemon,deepin-api
